"CONTEXT", "ID", "TEXT"
"news:CHECKPOINT_SUCCESS","Entry Restrictions To Relax, Admit Foreigners","Assouplissement des règles d'entrée, étrangers désormais acceptés"
"news:CHECKPOINT_SUCCESS","Analysts Upbeat","Les analystes optimistes"
"news:CHECKPOINT_SUCCESS","Increased Trade And Cooperation Predicted","Embellie prévue pour le commerce et la coopération"
"news:FIRST_TERRORISTS","Terrorists Strike At Grestin!","Les terroristes frappent à Grestin"
"news:FIRST_TERRORISTS","Kolechian Agitators Suspected.","Les agitateurs kolèches soupçonnés"
"news:FIRST_TERRORISTS","Checkpoint Lockdown","Poste-frontière sous haute tension"
"news:FIRST_TERRORISTS","More Guards - More Scrutiny","Sécurité et formalités renforcées"
"news:BLACKMARKET_EXPLODES","Blackmarket Activity Explodes","Le marché noir explose"
"news:BLACKMARKET_EXPLODES","Government Blames Lax Immigration Controls","Les contrôles à la frontière sont-ils assez stricts ?"
"news:BLACKMARKET_EXPLODES","Checkpoint Expansion Postponed","Agrandissement du poste-frontière reporté"
"news:WORKPERMIT_FIRST","Jobs Few, Becoming Fewer","Le travail se fait rare"
"news:WORKPERMIT_FIRST","Immigrants Taking Jobs From Locals","Les immigrés prennent-ils nos emplois ?"
"news:KOLECHIA_COMPLAINS_SEARCH","Kolechian Leader Files Complaint","Les dirigeants kolèches mécontents"
"news:KOLECHIA_COMPLAINS_SEARCH","Claims Unprovoked Border Searches Violate Rights","Les fouilles systématiques sont une atteinte à la dignité"
"news:AFTER_SUICIDE_BOMBER","Another Attack At Grestin Checkpoint!","Nouvelle attaque au poste-frontière de Grestin"
"news:AFTER_SUICIDE_BOMBER","Suicide Bomber Slips Through Security","Un kamikaze passe à travers les mailles de la sécurité"
"news:GENERIC_BOMBER","Grestin Suffers Another Border Attack","Attentat à la bombe à la frontière de Grestin"
"news:GENERIC_BOMBER","Suicide Bombings Becoming Routine","Les explosions cesseront-elles un jour ?"
"news:PIMP_BUSTED","Human Trafficking Ring Shut Down!","Trafic d'êtres humains démantelé"
"news:PIMP_BUSTED","Grestin Checkpoint Officer Nabs Mastermind","Le cerveau de l'opération arrêté au poste-frontière de Grestin"
"news:PIMP_ESCAPED","Dancers At Grestin Club Found Dead!","Meurtres dans un club de Grestin"
"news:PIMP_ESCAPED","Newly Immigrated Girls Victims Of Human Trafficking","Les danseuses victimes d'un trafic d'êtres humains"
"news:KILLERATHLETE","Republian Track Star Wanted For Murder!","Athlète républien recherché pour meurtre"
"news:KILLERATHLETE","Vince Lestrade's Whereabouts Unknown - Has Likely Fled Republia","Vince Lestrade, en cavale, a probablement quitté la Républie."
"news:KILLERATHLETE","Vince Lestrade: Profile","Qui est Vince Lestrade ?"
"news:KILLERATHLETE","Girlfriend Killed In Jealous Rage?","Il tue sa fiancée par jalousie"
"news:KILLERATHLETE_DETAINED","Vince Lestrade Apprehended In Grestin!","Vince Lestrade appréhendé à Grestin"
"news:KILLERATHLETE_DETAINED","Track Champ Looks Quite Guilty Now","Le champion d'athlétisme sous les verrous"
"news:KILLERATHLETE_APPROVED","Vince Lestrade Spotted in Arstotzka","Vince Lestrade vu en Arstotzka"
"news:KILLERATHLETE_DENIED","Vince Lestrade Apprehended In Kolechia!","Vince Lestrade appréhendé en Koléchie"
"news:DIPLOMAT_FIRST","Kolechia Sends Top-Level Diplomat","Haut diplomate kolèche en visite officielle"
"news:DIPLOMAT_FIRST","Normalizing Trade Top Issue","Possible accord commercial en vue"
"news:BUSTED_SPY","Top-level Kolechian Exposed as Arstotzkan Spy!","Espions arstotzkes démasqués en Koléchie"
"news:BUSTED_SPY","Missing From Post, Presumed Dead","Infiltrés au plus haut de l'État, ils ne donnent plus de signe de vie"
"news:BUSTED_SPY_GAVEREALDOCS","Kolechia Cleans House - Eliminates Arstotzkan Spies","Purge en Koléchie, des espions arstotzkes éliminés"
"news:BUSTED_SPY_GAVEREALDOCS","Heroic Agents Compromised","Des agents héroïques tombés pour l'Arstotzka"
"news:BUSTED_SPY_GAVEFAKEDOCS","Kolechia Cleans House - Attacks Its Own!","La Koléchie élimine ses propres agents"
"news:BUSTED_SPY_GAVEFAKEDOCS","Round Of Disappearances Blamed On Faulty Evidence","De fausses preuves à l'origine d'une erreur de jugement"
"news:FORGERY_NEWS","Theft At Ministry Of Admission!","Cambriolage au Ministère des Admissions"
"news:FORGERY_NEWS","Limited Effects - Few Items Stolen","Dégâts limités, peu de matériel dérobé"
"news:SECRET_SOCIETY","The History of Arstotzka","L'histoire d'Arstotzka"
"news:SECRET_SOCIETY","In Pictures and Words - Mostly Words","En images et en mots - Surtout en mots"
"news:CRIMINAL_ACTIVITY","A Criminal's Safe Haven","Le paradis des criminels"
"news:CRIMINAL_ACTIVITY","Arstotzka Earns Dubious Reputation","La réputation de l'Arstotzka se détériore"
"news:LOSING_GUARDS","Ministries Fight Over Staff","Les ministères se disputent le personnel qualifié"
"news:LOSING_GUARDS","Qualified Guards, Soldiers In Demand","Les gardes et soldats expérimentés en sous-effectif"
"news:LOSING_GUARDS","Consolidation, Reassignment At Border","Réorganisation des forces aux frontières"
"news:LOSING_GUARDS","Still Safe With Smaller Detail?","La sécurité va-t-elle en pâtir ?"
"news:RUNNER_AFTER_TRANQ","Grestin Incident Highlights Security Risks","Incidents à Grestin, la sécurité au plus bas"
"news:RUNNER_AFTER_TRANQ","Further Breaches Predicted","De nouvelles tentatives sont à prévoir"
"news:BIKE_ATTACK","Daring Bike Attack At Grestin Checkpoint!","Massacre à moto au poste-frontière de Grestin"
"news:BIKE_ATTACK","Extremists Growing Bolder - Grestin Like Magnet","Les extrémistes rivalisent d'audace à la frontière de Grestin"
"news:BORDER_TARGETED","Can The Wall Hold?","Le mur tiendra-t-il ?"
"news:BORDER_TARGETED","Border Safety Continually Questioned","La sécurité de la frontière une fois encore remise en cause"
"news:BIKERUNNER_NEWS","Coordinated Border Breach!","Assaut coordonné sur la frontière"
"news:BIKERUNNER_NEWS","Unknown Assailants Swamp Security","Des assaillants non identifiés submergent les gardes"
"news:NOSY_JOURNALIST_APPROVED","Arstotzka's Frail Border","Arstotzka, la frontière gruyère"
"news:NOSY_JOURNALIST_APPROVED","United Fed Reporter Exposes Lax Protocols","Un journaliste fédéral dénonce le laxisme des contrôles"
"news:NOSY_JOURNALIST_DENIED","Arstotzka's Iron Border","Arstotzka, la frontière de fer"
"news:NOSY_JOURNALIST_DENIED","Int. Media Reveals Entry Visa Bias","La presse internationale parle de discrimination"
"news:IDSUPPLEMENT_INTRO","Another Bomber Slips Through!","Un terroriste passe de nouveau la frontière"
"news:IDSUPPLEMENT_INTRO","Immigrant Screening Falls Short","Les contrôles pointés du doigt"
"news:IDSUPPLEMENT_INTRO","M.O.A. Gets New Director","Un nouveau directeur pour le M.D.A."
"news:IDSUPPLEMENT_INTRO","Stricter Protocols Promised at Border","Protocoles d'entrée plus stricts promis"
"news:WHISTLEBLOWER_SETUP0","Antegria Domestic Spying Exposed!","L'Antégrie espionne ses propres citoyens"
"news:WHISTLEBLOWER_SETUP0","Whistleblower On The Run","L'auteur des révélations en fuite"
"news:WHISTLEBLOWER_SETUP1","Antegrian Whistleblower Denied Asylum In Republia","La Républie refuse l'asile à l'informatrice antègre"
"news:WHISTLEBLOWER_SETUP2","Antegrian Whistleblower Turned Away From United Fed","L'informatrice antègre repoussée à la frontière fédérale"
"news:WHISTLEBLOWER_COMING","Antegrian Whistleblower Accepted By Arstotzka","L'informatrice antègre accueillie en Arstotzka"
"news:WHISTLEBLOWER_COMING","Move Risks Angering Neighbors","Coup de froid sur les relations diplomatiques"
"news:WHISTLEBLOWER_IN","Antegrian Whistleblower Arrives - Disappears Immediately","À peine arrivé, l'informateur antègre disparaît de la circulation"
"news:WHISTLEBLOWER_OUT","Antegrian Whistleblower Turned Away - Whereabouts Unknown","L'informatrice antègre, refusée à la frontière, disparaît dans la nature"
"news:IMPOR_UNHAPPY","Impor Protests Unbalanced Trade Restrictions","L'Impor s'élève contre notre politique commerciale"
"news:IMPOR_UNHAPPY","Claims Arstotzka Unfairly Taxes Imporian Goods","Les importations imporaises taxées de manière excessive"
"news:IMPOR_SANCTIONS_START","Impor Begins Trade Sanctions!","L'Impor met en place des sanctions commerciales"
"news:IMPOR_SANCTIONS_START","Immediately Restricts All Imports From Arstotzka","Restrictions drastiques sur les importations arstotzkes"
"news:IMPOR_SANCTIONS_END","Impor Sanctions End!","Fin des sanctions imporaises"
"news:IMPOR_SANCTIONS_END","Over So Fast? What Happened?","Un revirement bien soudain"
"news:SURGERY_SETUP","Breakthrough Spinal Surgery Perfected","Spectaculaires progrès en chirurgie spinale"
"news:SURGERY_SETUP","Only Possible With Arstotzkan Expertise","Les médecins arstotzkes à la pointe de la science"
"news:VIRUS_PRIMER","Polio Resurfaces In United Fed","Résurgence de la polio en Fédération Unie"
"news:VIRUS_PRIMER","Isolated Diagnosis Or Something More?","Diagnostic isolé ou risque d'épidémie ?"
"news:VIRUS_BAN_UNITED_FED","Full-blown Epidemic Threatens United Fed!","L'épidémie fait rage en Fédération Unie"
"news:VIRUS_BAN_UNITED_FED","Previously Under Control, Polio Back With Vengeance","Jusqu'ici sous contrôle, la polio s'avère très virulente"
"news:VIRUS_REQUIRE_CERT","Ministry of Health Acts To Protect Citizens","Le Ministère de la Santé passe à l'action"
"news:VIRUS_REQUIRE_CERT","New Policy, Safeguards At Borders","De nouvelles règles d'immigration pour protéger nos citoyens"
"news:SERIAL_KILLER","Serial Child Killer Escapes United Fed Prison!","Un tueur d'enfants s'évade de Fédération Unie"
"news:SERIAL_KILLER","Simon Wens: An Arstotzkan Native - Returning Home?","Simon Wens, né en Arstotzka, cherchera-t-il à revenir ?"
"news:SERIAL_KILLER_MURDERED","Bloody Scene In Gennistora!","Scène sanglante à Gennistora"
"news:SERIAL_KILLER_MURDERED","Simon Wens Found Dead In Confusing Mess","Simon Wens retrouvé mort dans des circonstances confuses"
"news:EZIC_ATTACK0","Grestin Metro Halted","Le métro de Grestin immobilisé"
"news:EZIC_ATTACK0","Tunnel Cave-in, Hints At Sabotage","Effondrement d'un tunnel, des soupçons de sabotage"
"news:EZIC_ATTACK1_GIFT","Gov't Headquarters In Paradizna Evacuated!","Bâtiment gouvernemental évacué à Paradizna"
"news:EZIC_ATTACK1_GIFT","Strange Gas Detected - Staff Safe, Records Missing","Un gaz étrange détecté. Pas de victimes, mais des documents disparus"
"news:EZIC_ATTACK1_NOGIFT","Head Minister Of Finance Missing!","Le ministre des Finances a disparu"
"news:EZIC_ATTACK1_NOGIFT","Markets React With Fast Selling, Instability","Les marchés réagissent avec violence et nervosité"
"news:POISONING","Mysterious Poison Hospitalizes Several!","Un poison mystérieux frappe"
"news:POISONING","Unnamed Immigrant Smuggles Deadly Agent","Un immigrant inconnu aurait introduit la substance toxique"
"news:MARKED_DIPLOMAT","Top-Level Talks Called","Réunion au sommet"
"news:MARKED_DIPLOMAT","Grestin Territory Remains Dividing Issue","Les négociations sur Grestin divisent les parties"
"news:DIPLOMAT_SWAPPED","Kolechians Are Crazy","Les Kolèches en plein délire"
"news:DIPLOMAT_SWAPPED","Bizarre Behavior From Top Negotiator Spoils Talks","L'attitude farfelue du chef de la délégation fait capoter les discussions"
"news:DIPLOMAT_ORIGINAL","A Tentative Understanding","Un accord possible ?"
"news:DIPLOMAT_ORIGINAL","Kolechian Talks Establish Common Ground","Les négociations avec les Kolèches posent des bases communes"
"news:TALKS_BREAK_DOWN","Roadblock To Kolechian Resolution","Échec des négociations avec les Kolèches"
"news:TALKS_BREAK_DOWN","Contested City Drives Wedge","Le partage de la ville toujours épineux"
"news:BORDER_CLOSING","Grestin Checkpoint Future Uncertain","Avenir incertain pour le poste-frontière de Grestin"
"news:BORDER_CLOSING","Too Open, Too Soon?","A-t-il été ouvert trop tôt ?"
"text:language_code","en","fr"
"text:language_name","ENGLISH","FRANÇAIS"
"text:language_author","Author","Words of Magic"
"text:wrap_hyphen","-","-"
"text:created_by","created by Lucas Pope","créé par Lucas Pope"
"text:papers_please","Papers, please.","Papiers, s'il vous plaît."
"text:protocol_violated","Protocol Violated.","Violation du protocole."
"text:unauth_confiscation","Unauthorized passport confiscation","Confiscation de passeport non autorisée"
"text:missing_reason","Denial reason not given","Raison du refus non fournie"
"text:citation_warning","WARNING ISSUED - NO PENALTY","AVERTISSEMENT - PAS DE PÉNALITÉ"
"text:citation_lastwarning","LAST WARNING - NO PENALTY","DERNIER AVERT. - PAS DE PÉNALITÉ"
"text:citation_penalty","PENALTY ASSESSED - $0 CREDITS","PÉNALITÉ INFLIGÉE - $0 CRÉDITS"
"text:border_next","NEXT!","SUIVANT !"
"text:border_bomber","FOR KOLECHIA!","POUR LA KOLÉCHIE !"
"text:border_comeback","COME BACK AT 6AM TOMORROW","REPASSEZ DEMAIN À 6H"
"text:border_announce0","ENTRY IS NOT GUARANTEED","L'ENTRÉE N'EST PAS GARANTIE"
"text:border_announce1","HAVE YOUR DOCUMENTS READY","VEUILLEZ PRÉPARER VOS DOCUMENTS"
"text:border_announce2","ARSTOTZKA WELCOMES YOU","BIENVENUE EN ARSTOTZKA"
"text:border_guardout","OUT!","DEHORS !"
"text:border_elisa","ELISA!","ELISA !"
"text:family_son_budget","SON","FILS"
"text:family_wife_budget","WIFE","FEMME"
"text:family_niece_budget","NIECE","NIÈCE"
"text:family_uncle_budget","UNCLE","ONCLE"
"text:family_mil_budget","MIL","BELLE-MÈRE"
"text:family_son_status","Son","Fils"
"text:family_wife_status","Wife","Femme"
"text:family_niece_status","Niece","Nièce"
"text:family_uncle_status","Uncle","Oncle"
"text:family_mil_status","Mother-in-law","Belle-mère"
"text:family_son_message","son","fils"
"text:family_wife_message","wife","femme"
"text:family_niece_message","niece","nièce"
"text:family_uncle_message","uncle","oncle"
"text:family_mil_message","mother-in-law","belle-mère"
"text:night_endof","END OF","FIN DU"
"text:night_day","DAY $0","JOUR $0"
"text:family_verysick_1","Your $0 will die without medicine.","Votre $0 mourra sans médicaments."
"text:family_verysick_many","Very sick family members will die without medicine.","Les membres de la famille très malades mourront sans médicaments."
"text:family_sick_1","Your $0 is sick and needs medicine.","Votre $0 est malade et a besoin de médicaments."
"text:family_sick_many","Your family needs medicine.","Votre famille a besoin de médicaments."
"text:family_died_1","Your $0 has died.","Votre $0 est [m]mort[/m][f]morte[/f]."
"text:family_died_2","Your $0 and $1 have died.","Votre $0 et votre $1 sont [m]morts[/m][f]mortes[/f][x]morts[/x]."
"text:family_died_3","Your $0, $1, and $2 have died.","Votre $0, votre $1 et votre $2 sont [m]morts[/m][f]mortes[/f][x]morts[/x]."
"text:family_died_4","Your $0, $1, $2, and $3 have died.","Votre $0, votre $1, votre $2 et votre $3 sont morts."
"text:family_died_5","Your $0, $1, $2, $3, and $4 have died.","Votre $0, votre $1, votre $2, votre $3 et votre $4 sont morts."
"text:family_escape_with_0","You leave behind everything.","Vous abandonnez tout derrière vous."
"text:family_escape_with_1","You gather your $0 to leave for Obristan.","Vous préparez votre $0 à partir pour l'Obristan."
"text:family_escape_with_2","You gather your $0 and $1 to leave for Obristan.","Vous préparez votre $0 et votre $1 à partir pour l'Obristan."
"text:family_escape_with_3","You gather your $0, $1, and $2 to leave for Obristan.","Vous préparez votre $0, votre $1 et votre $2 à partir pour l'Obristan."
"text:family_escape_with_4","You gather your $0, $1, $2, and $3 to leave for Obristan.","Vous préparez votre $0, votre $1, votre $2 et votre $3 à partir pour l'Obristan."
"text:family_escape_with_5","You gather your $0, $1, $2, $3, and $4 to leave for Obristan.","Vous préparez votre $0, votre $1, votre $2, votre $3 et votre $4 à partir pour l'Obristan."
"text:family_escape_without_1","Your $0 prepares to return to Nirsk.","Votre $0 se prépare à retourner à Nirsk."
"text:family_escape_without_2","Your $0 and $1 prepare to return to Nirsk.","Votre $0 et votre $1 se préparent à retourner à Nirsk."
"text:family_escape_without_3","Your $0, $1, and $2 prepare to return to Nirsk.","Votre $0, votre $1 et votre $2 se préparent à retourner à Nirsk."
"text:family_escape_without_4","Your $0, $1, $2, and $3 prepare to return to Nirsk.","Votre $0, votre $1, votre $2 et votre $3 se préparent à retourner à Nirsk."
"text:family_escape_without_5","Your $0, $1, $2, $3, and $4 prepare to return to Nirsk.","Votre $0, votre $1, votre $2, votre $3 et votre $4 se préparent à retourner à Nirsk."
"text:family_flee_final_0","Obristan Above All","L'Obristan avant tout"
"text:family_flee_final_1","The safety of your $0 is unknown.","Vous ne savez pas ce qu'il est advenu de votre $0."
"text:family_flee_final_2","The safety of your $0 and $1 is unknown.","Vous ne savez pas ce qu'il est advenu de votre $0 et de votre $1."
"text:family_flee_final_3","The safety of your $0, $1, and $2 is unknown.","Vous ne savez pas ce qu'il est advenu de votre $0, de votre $1 et de votre $2."
"text:family_flee_final_4","The safety of your $0, $1, $2, and $3 is unknown.","Vous ne savez pas ce qu'il est advenu de votre $0, de votre $1, de votre $2 et de votre $3."
"text:family_flee_final_5","The safety of your $0, $1, $2, $3, and $4 is unknown.","Vous ne savez pas ce qu'il est advenu de votre $0, de votre $1, de votre $2, de votre $3 et de votre $4."
"text:budget_savings","SAVINGS","ÉCONOMIES"
"text:budget_salary","SALARY ($0)","SALAIRE ($0)"
"text:budget_penalties","PENALTIES ($0)","PÉNALITÉS ($0)"
"text:budget_bribes","BRIBES","POTS-DE-VIN"
"text:budget_rent","RENT","LOYER"
"text:budget_food","FOOD","NOURRITURE"
"text:budget_heat","HEAT","CHAUFFAGE"
"text:budget_medicine","MEDICINE ($0)","MÉDICAMENTS ($0)"
"text:budget_sleep","SLEEP","DORMIR"
"text:budget_escape","ESCAPE","FUITE"
"text:menu_back","BACK","RETOUR"
"text:confirm_ok","OKAY","OK"
"text:confirm_cancel","CANCEL","ANNULER"
"text:menu_mainmenu","MAIN MENU","MENU PRINCIPAL"
"text:menu_resume","RESUME","REPRENDRE"
"text:menu_quit","QUIT","QUITTER"
"text:menu_done","DONE","OK"
"text:menu_story","STORY","HISTOIRE"
"text:menu_endless","ENDLESS","INFINI"
"text:menu_play","PLAY","JOUER"
"text:menu_fullscreen","Fullscreen","Plein écran"
"text:menu_nudity","Nudity","Nudité"
"text:menu_easy","Easy Mode","Mode facile"
"text:menu_music","Music","Musique"
"text:menu_sound","Sound","Bruitages"
"text:menu_dateformat","Date Format","Format de date"
"text:menu_language","Language","Langue"
"text:menu_easytip","+ 20 credits per day","+ 20 crédits par jour"
"text:menu_stats","STATS","STATS"
"text:menu_next","NEXT","SUIVANT"
"text:menu_walktowork","WALK TO WORK","ALLER AU TRAVAIL"
"text:menu_paused","PAUSED","EN PAUSE"
"text:menu_settings","SETTINGS","CONFIGURATION"
"text:menu_credits","CREDITS","GÉNÉRIQUE"
"text:menu_checkforupdates","CHECK FOR UPDATES","CHERCHER DES MISES À JOUR"
"text:stats_text","Played for $time
$processed travelers processed
$approved approved
$denied denied
$detained detained
$citations citations earned
$stamps stamps applied
Ending $endnum of $endtotal","$time de jeu
$processed voyageurs contrôlés
$approved approuvés
$denied refusés
$detained placés en détention
$citations réprimandes reçues
$stamps tampons apposés
Fin $endnum sur $endtotal"
"text:steam_noinit","STEAM CONNECTION FAILED

If this problem persists, re-install the Steam client.","ÉCHEC DE LA CONNEXION STEAM

Si ce problème persiste, réinstallez le client Steam."
"text:steam_restartfailed","STEAM RESTART FAILED

If this problem persists, re-install the Steam client.","ÉCHEC DU REDÉMARRAGE VIA STEAM

Si ce problème persiste, réinstallez le client Steam."
"text:steam_noconnect","STEAM CONNECTION FAILED

The game will attempt to restart through the Steam client.","ÉCHEC DE LA CONNEXION STEAM

Le jeu va tenter de redémarrer via le client Steam."
"text:steam_restart","RESTART","REDÉMARRER"
"text:load_title","Select day to continue or start a new game","Sélectionnez un jour pour continuer ou commencer une nouvelle partie."
"text:load_confirm_delete_single","Delete this day $0 save?

There is no undo.","Confirmer la suppression de cette sauvegarde du jour $0 ?

La suppression est irréversible."
